Name,Age,Height,Weight,Position,Apps,Total minutes,Scored goals,Assists,Total shots,Shots on goal,Duels total,Duels won,Dribble attempts,Dribbles succ.,Total duels,Total passes,Key passes,Tackles,Blocks,Interceptions,Total saves,Goals conceded,Fouls drawn,Fouls committed,Yellow cards,Red cards for 2nd yellow,Straight red cards,Penalties won,Penalties scored,Penalties missed,Penalties committed,Penalties saved
B. Ezeh,21,188 cm,65 kg,Midfielder,32.0,1983.0,4.0,5.0,28.0,14.0,287.0,133.0,74.0,44.0,287.0,872.0,36.0,24.0,1.0,10.0,,0.0,48.0,26.0,1.0,0.0,0.0,,0.0,0.0,,
E. Bördner,20,188 cm,92 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
L. Unbehaun,21,185 cm,82 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
A. Younes,29,168 cm,67 kg,Attacker,2.0,38.0,0.0,,1.0,,16.0,4.0,,,16.0,16.0,,2.0,,,,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,,
J. Brenet,28,181 cm,74 kg,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,1.0
F. Grillitsch,27,187 cm,77 kg,Midfielder,1.0,1.0,0.0,,,,1.0,,,,1.0,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
M. van der Hoorn,30,190 cm,81 kg,Defender,15.0,1222.0,0.0,,6.0,2.0,75.0,35.0,,,75.0,671.0,1.0,11.0,18.0,26.0,,0.0,3.0,16.0,2.0,0.0,0.0,,0.0,0.0,,
F. Götze,24,185 cm,80 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
P. Max,29,177 cm,77 kg,Attacker,19.0,809.0,3.0,,15.0,7.0,103.0,44.0,40.0,22.0,103.0,221.0,12.0,2.0,,5.0,,0.0,14.0,14.0,2.0,0.0,0.0,,0.0,0.0,,
J. Dilrosun,24,174 cm,74 kg,Defender,10.0,577.0,0.0,,1.0,,52.0,29.0,,,52.0,320.0,,13.0,5.0,11.0,,0.0,3.0,12.0,1.0,1.0,0.0,,0.0,0.0,,
P. Mwene,28,170 cm,66 kg,Midfielder,30.0,2536.0,4.0,14.0,40.0,21.0,252.0,111.0,60.0,24.0,252.0,1054.0,88.0,54.0,6.0,26.0,,0.0,20.0,20.0,4.0,0.0,0.0,,0.0,0.0,,
Dimitri Joseph Oberlin Mfomo,25,182 cm,74 kg,Attacker,18.0,888.0,4.0,,20.0,6.0,145.0,49.0,26.0,14.0,145.0,285.0,5.0,2.0,,1.0,,0.0,8.0,13.0,2.0,0.0,0.0,,0.0,0.0,,
M. Vlap,25,191 cm,81 kg,Midfielder,12.0,607.0,1.0,2.0,10.0,6.0,73.0,34.0,37.0,21.0,73.0,218.0,8.0,5.0,,2.0,,0.0,5.0,6.0,1.0,0.0,0.0,,0.0,0.0,,
Mateu Morey,22,173 cm,67 kg,Defender,17.0,1297.0,0.0,,5.0,2.0,134.0,68.0,18.0,15.0,134.0,907.0,3.0,16.0,10.0,22.0,,0.0,5.0,22.0,2.0,0.0,0.0,,0.0,0.0,,
D. Redan,21,176 cm,76 kg,Attacker,29.0,1430.0,5.0,3.0,37.0,18.0,245.0,118.0,38.0,24.0,245.0,443.0,29.0,7.0,2.0,3.0,,0.0,7.0,27.0,2.0,0.0,0.0,,0.0,1.0,,
N. Thiede,23,186 cm,81 kg,Midfielder,28.0,2518.0,1.0,1.0,11.0,5.0,272.0,127.0,27.0,20.0,272.0,971.0,10.0,65.0,7.0,45.0,,0.0,9.0,38.0,3.0,0.0,0.0,,0.0,0.0,,
J. Wosz,20,174 cm,68 kg,Attacker,34.0,2725.0,5.0,2.0,36.0,21.0,596.0,306.0,34.0,8.0,596.0,792.0,32.0,24.0,6.0,4.0,,0.0,56.0,48.0,4.0,0.0,0.0,,1.0,1.0,,
M. Lotka,21,190 cm,85 kg,Midfielder,24.0,1461.0,3.0,1.0,35.0,15.0,197.0,86.0,68.0,35.0,197.0,369.0,19.0,24.0,,4.0,,0.0,21.0,15.0,0.0,0.0,0.0,,1.0,0.0,,
J. Michelbrink,21,182 cm,70 kg,Defender,22.0,1239.0,2.0,,11.0,4.0,112.0,60.0,26.0,14.0,112.0,483.0,17.0,17.0,1.0,15.0,,0.0,13.0,7.0,3.0,0.0,0.0,,0.0,0.0,,
S. Müller,21,180 cm,69 kg,Midfielder,13.0,761.0,1.0,,5.0,3.0,82.0,45.0,6.0,2.0,82.0,351.0,6.0,30.0,2.0,13.0,,0.0,4.0,10.0,2.0,0.0,0.0,,0.0,0.0,,
Vasileios Pavlidis,20,186 cm,78 kg,Defender,21.0,1138.0,0.0,1.0,7.0,1.0,156.0,87.0,32.0,19.0,156.0,447.0,6.0,33.0,6.0,20.0,,0.0,15.0,20.0,5.0,0.0,0.0,,0.0,0.0,,
C. Bozdoğan,21,174 cm,72 kg,Attacker,18.0,1114.0,3.0,3.0,25.0,10.0,110.0,41.0,29.0,15.0,110.0,269.0,18.0,5.0,,6.0,,0.0,14.0,21.0,2.0,0.0,0.0,,0.0,0.0,,
M. Hitz,35,194 cm,89 kg,Attacker,3.0,92.0,0.0,,3.0,1.0,12.0,5.0,,,12.0,27.0,1.0,1.0,,,,0.0,1.0,2.0,0.0,0.0,0.0,,0.0,0.0,,
H. Mendyl,25,179 cm,73 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
A. Amade,23,170 cm,62 kg,Defender,19.0,1449.0,1.0,,6.0,4.0,161.0,87.0,4.0,2.0,161.0,731.0,2.0,42.0,12.0,33.0,,0.0,7.0,26.0,4.0,1.0,0.0,,0.0,0.0,,
K. Nuhu,27,190 cm,83 kg,Midfielder,7.0,197.0,0.0,1.0,1.0,,40.0,18.0,8.0,4.0,40.0,62.0,3.0,10.0,,2.0,,0.0,3.0,6.0,0.0,0.0,0.0,,0.0,0.0,,
B. Dost,33,196 cm,89 kg,Midfielder,0.0,0.0,0.0,1.0,1.0,,40.0,18.0,8.0,4.0,40.0,62.0,3.0,10.0,,2.0,,0.0,3.0,6.0,0.0,0.0,0.0,,0.0,0.0,,
M. Lang,31,185 cm,79 kg,Midfielder,24.0,1767.0,1.0,1.0,6.0,3.0,187.0,85.0,16.0,8.0,187.0,872.0,5.0,41.0,14.0,37.0,,0.0,9.0,26.0,6.0,0.0,0.0,,0.0,0.0,,
J. Laursen,28,179 cm,76 kg,Attacker,15.0,749.0,1.0,1.0,17.0,8.0,150.0,52.0,24.0,11.0,150.0,160.0,3.0,8.0,1.0,1.0,,0.0,14.0,17.0,2.0,0.0,0.0,,0.0,0.0,,
D. Gray,26,180 cm,74 kg,Attacker,0.0,0.0,0.0,1.0,17.0,8.0,150.0,52.0,24.0,11.0,150.0,160.0,3.0,8.0,1.0,1.0,,0.0,14.0,17.0,0.0,0.0,0.0,,0.0,0.0,,
M. Meyer,27,173 cm,67 kg,Midfielder,3.0,52.0,0.0,,,,14.0,8.0,2.0,2.0,14.0,26.0,,1.0,,2.0,,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,
N. Katterbach,21,180 cm,73 kg,Midfielder,7.0,134.0,0.0,1.0,2.0,2.0,22.0,8.0,4.0,2.0,22.0,56.0,2.0,1.0,,1.0,,0.0,4.0,6.0,1.0,0.0,0.0,,0.0,0.0,,
L. Moser,23,196 cm,88 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Jóan Símun Edmundsson,31,185 cm,83 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
B. Raman,28,172 cm,67 kg,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,1.0
J. Beyer,22,187 cm,80 kg,Defender,19.0,886.0,0.0,1.0,1.0,1.0,93.0,55.0,10.0,7.0,93.0,315.0,5.0,15.0,3.0,21.0,,0.0,10.0,18.0,2.0,0.0,0.0,,0.0,0.0,,
A. Abrashi,32,172 cm,71 kg,Midfielder,28.0,1674.0,8.0,3.0,41.0,20.0,277.0,126.0,44.0,16.0,277.0,426.0,15.0,18.0,1.0,11.0,,0.0,56.0,49.0,5.0,0.0,0.0,,1.0,0.0,,
C. Gentner,37,189 cm,81 kg,Attacker,33.0,2091.0,4.0,4.0,32.0,14.0,372.0,211.0,48.0,27.0,372.0,650.0,21.0,36.0,2.0,16.0,,0.0,77.0,26.0,5.0,0.0,0.0,,0.0,0.0,,
D. Lavalée,25,187 cm,76 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
C. Scott,20,174 cm,71 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
M. Tillman,20,187 cm,71 kg,Defender,6.0,114.0,0.0,,,,20.0,16.0,2.0,2.0,20.0,91.0,,3.0,,3.0,,0.0,4.0,4.0,1.0,0.0,1.0,,0.0,0.0,,
N. Burkart,22,175 cm,70 kg,Attacker,6.0,143.0,0.0,1.0,4.0,3.0,35.0,12.0,11.0,5.0,35.0,38.0,4.0,3.0,,,,0.0,2.0,3.0,1.0,0.0,0.0,,0.0,0.0,,
J. Sancho,22,180 cm,76 kg,Attacker,2.0,9.0,0.0,,,,1.0,,,,1.0,5.0,,,,,,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,,
E. Dennis,25,174 cm,67 kg,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
L. Bailey,25,178 cm,77 kg,Attacker,1.0,0.0,0.0,,,,2.0,,1.0,,2.0,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
E. Haaland,22,194 cm,88 kg,Midfielder,3.0,31.0,0.0,,,,2.0,1.0,,,2.0,23.0,,,,3.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
I. Konaté,23,192 cm,93 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
T. Adams,23,175 cm,72 kg,Goalkeeper,1.0,90.0,0.0,,,,1.0,1.0,,,1.0,34.0,,1.0,,2.0,5.0,1.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
L. Karius,29,189 cm,90 kg,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
S. Kalajdzic,25,200 cm,93 kg,Attacker,26.0,1397.0,3.0,3.0,22.0,13.0,243.0,103.0,81.0,51.0,243.0,610.0,24.0,25.0,1.0,13.0,,0.0,26.0,38.0,5.0,0.0,0.0,,0.0,0.0,,
R. Sessegnon,22,178 cm,70 kg,Defender,1.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
O. Mangala,24,178 cm,80 kg,Midfielder,26.0,1882.0,2.0,1.0,17.0,9.0,226.0,114.0,21.0,17.0,226.0,1402.0,16.0,37.0,7.0,51.0,,0.0,30.0,30.0,5.0,1.0,0.0,,0.0,0.0,,
Hwang Hee-Chan,26,177 cm,77 kg,Defender,22.0,1351.0,0.0,,5.0,2.0,109.0,65.0,1.0,1.0,109.0,835.0,3.0,8.0,8.0,27.0,,0.0,8.0,11.0,3.0,0.0,0.0,,0.0,0.0,,
S. Ortega,30,185 cm,88 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
J. Sargent,22,185 cm,79 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
J. Mateta,25,192 cm,88 kg,Attacker,12.0,527.0,0.0,1.0,8.0,1.0,59.0,28.0,18.0,11.0,59.0,161.0,5.0,5.0,,4.0,,0.0,11.0,7.0,0.0,0.0,0.0,,0.0,0.0,,
R. Koch,26,192 cm,85 kg,Defender,20.0,1675.0,1.0,2.0,4.0,3.0,155.0,74.0,26.0,15.0,155.0,422.0,16.0,36.0,3.0,24.0,,0.0,14.0,29.0,3.0,0.0,0.0,,0.0,0.0,,
V. Grifo,29,180 cm,76 kg,Attacker,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Marc Roca,26,184 cm,77 kg,Midfielder,7.0,374.0,1.0,1.0,3.0,2.0,42.0,13.0,1.0,1.0,42.0,100.0,7.0,1.0,,5.0,,0.0,6.0,3.0,0.0,0.0,0.0,,0.0,0.0,,
D. Churlinov,22,171 cm,73 kg,Defender,13.0,834.0,0.0,2.0,1.0,,57.0,29.0,5.0,4.0,57.0,632.0,7.0,13.0,1.0,18.0,,0.0,8.0,12.0,1.0,0.0,0.0,,0.0,0.0,,
C. Richards,22,188 cm,87 kg,Attacker,7.0,95.0,0.0,,3.0,2.0,11.0,4.0,4.0,2.0,11.0,25.0,1.0,,,,,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,
C. Mola,21,184 cm,80 kg,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
M. Akanji,27,188 cm,91 kg,Midfielder,2.0,32.0,0.0,,,,3.0,1.0,,,3.0,12.0,,1.0,,1.0,,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,,
T. Delaney,31,182 cm,79 kg,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
A. Witsel,33,186 cm,81 kg,Midfielder,2.0,37.0,0.0,,,,3.0,3.0,,,3.0,14.0,,,,,,0.0,3.0,,1.0,0.0,0.0,,0.0,0.0,,
T. Meunier,31,191 cm,90 kg,Midfielder,2.0,3.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
R. Matondo,22,175 cm,66 kg,Defender,1.0,1.0,0.0,,,,,,,,,1.0,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
K. Mbabu,27,184 cm,83 kg,Midfielder,14.0,648.0,0.0,1.0,6.0,2.0,100.0,38.0,20.0,6.0,100.0,199.0,5.0,13.0,2.0,7.0,,0.0,16.0,7.0,0.0,0.0,0.0,,0.0,0.0,,
D. Sow,25,184 cm,76 kg,Goalkeeper,16.0,1396.0,0.0,,,,3.0,3.0,,,3.0,478.0,,1.0,,,29.0,16.0,2.0,,1.0,0.0,0.0,,0.0,0.0,,1.0
L. Hrádecký,33,192 cm,83 kg,Defender,3.0,94.0,0.0,,1.0,,15.0,5.0,4.0,2.0,15.0,25.0,,2.0,,,,0.0,,2.0,1.0,0.0,0.0,,0.0,0.0,,
D. Boyata,32,188 cm,84 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
F. Rønnow,30,188 cm,81 kg,Defender,12.0,987.0,0.0,,6.0,,86.0,49.0,6.0,5.0,86.0,650.0,1.0,13.0,3.0,17.0,,0.0,6.0,12.0,0.0,0.0,0.0,,0.0,0.0,,
Y. Sommer,34,183 cm,79 kg,Attacker,12.0,816.0,4.0,2.0,14.0,9.0,137.0,76.0,1.0,,137.0,301.0,11.0,3.0,1.0,2.0,,0.0,9.0,16.0,3.0,0.0,0.0,,1.0,0.0,,
N. Elvedi,26,189 cm,81 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
R. Steffen,31,170 cm,65 kg,Defender,16.0,1109.0,0.0,1.0,2.0,,88.0,51.0,9.0,8.0,88.0,430.0,4.0,23.0,4.0,24.0,,0.0,12.0,12.0,1.0,0.0,0.0,,0.0,0.0,,
D. Zakaria,26,191 cm,81 kg,Midfielder,10.0,439.0,1.0,2.0,9.0,7.0,44.0,17.0,16.0,9.0,44.0,140.0,9.0,3.0,,4.0,,0.0,5.0,4.0,0.0,0.0,0.0,,0.0,0.0,,
K. Casteels,30,197 cm,78 kg,Midfielder,10.0,344.0,0.0,,10.0,6.0,27.0,14.0,2.0,2.0,27.0,255.0,3.0,7.0,1.0,3.0,,0.0,4.0,2.0,0.0,0.0,0.0,,0.0,0.0,,
T. Hazard,29,175 cm,71 kg,Defender,21.0,1109.0,0.0,,3.0,3.0,149.0,78.0,26.0,20.0,149.0,550.0,10.0,18.0,3.0,23.0,,0.0,19.0,12.0,1.0,0.0,0.0,,0.0,0.0,,
F. Jensen,25,183 cm,78 kg,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
D. Lukébakio,25,187 cm,77 kg,Attacker,5.0,54.0,1.0,,3.0,2.0,6.0,3.0,,,6.0,12.0,,,,1.0,,0.0,2.0,3.0,0.0,0.0,0.0,,0.0,0.0,,
O. Kabak,22,187 cm,86 kg,Attacker,25.0,1246.0,2.0,,19.0,8.0,133.0,51.0,29.0,13.0,133.0,291.0,14.0,19.0,,5.0,,0.0,12.0,16.0,2.0,0.0,0.0,,0.0,0.0,,
R. Vargas,24,179 cm,68 kg,Defender,4.0,186.0,0.0,,,,25.0,18.0,1.0,1.0,25.0,96.0,,2.0,4.0,5.0,,0.0,5.0,2.0,0.0,0.0,0.0,,0.0,0.0,,
A. Nübel,26,193 cm,86 kg,Midfielder,5.0,56.0,0.0,,,,9.0,2.0,,,9.0,23.0,,1.0,1.0,2.0,,0.0,,4.0,0.0,0.0,0.0,,0.0,0.0,,
D. Alaba,30,180 cm,78 kg,Midfielder,22.0,1036.0,0.0,,5.0,,86.0,45.0,14.0,8.0,86.0,467.0,8.0,17.0,1.0,17.0,,0.0,15.0,8.0,0.0,0.0,0.0,,0.0,0.0,,
S. Posch,25,189 cm,82 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
C. Baumgartner,23,180 cm,73 kg,Midfielder,2.0,32.0,0.0,,,,6.0,3.0,1.0,1.0,6.0,9.0,,2.0,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
J. Pohjanpalo,28,186 cm,83 kg,Attacker,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
S. Lainer,30,175 cm,73 kg,Attacker,1.0,14.0,0.0,,,,3.0,2.0,1.0,1.0,3.0,7.0,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
X. Schlager,25,174 cm,76 kg,Attacker,26.0,2069.0,8.0,11.0,33.0,17.0,231.0,119.0,138.0,77.0,231.0,1304.0,70.0,18.0,1.0,16.0,,0.0,22.0,1.0,0.0,0.0,0.0,,1.0,0.0,,
M. Sabitzer,28,178 cm,76 kg,Attacker,9.0,475.0,0.0,1.0,4.0,,84.0,37.0,21.0,11.0,84.0,125.0,3.0,13.0,,,,0.0,5.0,15.0,0.0,0.0,0.0,,0.0,0.0,,
R. Schmid,22,168 cm,69 kg,Attacker,30.0,2147.0,9.0,8.0,41.0,21.0,302.0,149.0,136.0,74.0,302.0,778.0,48.0,14.0,,9.0,,0.0,43.0,24.0,6.0,0.0,0.0,,0.0,0.0,,
C. Trimmel,35,189 cm,86 kg,Attacker,28.0,2410.0,27.0,6.0,81.0,50.0,180.0,96.0,47.0,30.0,180.0,455.0,28.0,7.0,4.0,4.0,,0.0,22.0,21.0,2.0,0.0,0.0,,2.0,2.0,,
K. Danso,24,190 cm,89 kg,Defender,14.0,693.0,1.0,,4.0,2.0,92.0,57.0,8.0,8.0,92.0,558.0,,5.0,3.0,10.0,,0.0,15.0,13.0,2.0,0.0,0.0,,0.0,0.0,,
M. Gregoritsch,28,193 cm,91 kg,Midfielder,27.0,1852.0,1.0,1.0,6.0,4.0,181.0,102.0,25.0,15.0,181.0,1275.0,14.0,37.0,5.0,30.0,,0.0,29.0,29.0,3.0,0.0,0.0,,0.0,0.0,,
M. Friedl,24,187 cm,82 kg,Goalkeeper,4.0,291.0,0.0,,,,2.0,2.0,,,2.0,85.0,,,,,4.0,1.0,,,0.0,0.0,0.0,,0.0,0.0,,2.0
D. Klaassen,29,179 cm,70 kg,Attacker,33.0,2140.0,16.0,5.0,53.0,29.0,319.0,159.0,30.0,15.0,319.0,659.0,26.0,16.0,1.0,9.0,,0.0,35.0,31.0,1.0,0.0,0.0,,0.0,0.0,,
W. Weghorst,30,197 cm,84 kg,Midfielder,23.0,1572.0,2.0,2.0,3.0,2.0,186.0,80.0,36.0,12.0,186.0,716.0,15.0,47.0,3.0,31.0,,0.0,5.0,35.0,4.0,0.0,0.0,,0.0,0.0,,
K. Onisiwo,30,188 cm,85 kg,Midfielder,24.0,2110.0,1.0,3.0,18.0,8.0,244.0,119.0,82.0,53.0,244.0,998.0,19.0,27.0,10.0,26.0,,0.0,29.0,33.0,4.0,0.0,0.0,,0.0,0.0,,
M. Flekken,29,195 cm,87 kg,Attacker,18.0,447.0,0.0,1.0,8.0,5.0,71.0,27.0,11.0,8.0,71.0,120.0,3.0,3.0,,1.0,,0.0,11.0,12.0,2.0,0.0,0.0,,0.0,0.0,,
P. Lienhart,26,189 cm,83 kg,Goalkeeper,34.0,3060.0,0.0,1.0,,,17.0,13.0,1.0,1.0,17.0,1826.0,6.0,2.0,,,120.0,52.0,2.0,,1.0,0.0,0.0,,0.0,0.0,,0.0
G. Til,25,186 cm,78 kg,Attacker,32.0,2519.0,5.0,2.0,32.0,21.0,330.0,160.0,40.0,25.0,330.0,568.0,33.0,32.0,4.0,17.0,,0.0,41.0,33.0,7.0,0.0,0.0,,0.0,0.0,,
J. Frimpong,22,171 cm,63 kg,Attacker,15.0,1002.0,7.0,1.0,27.0,14.0,131.0,52.0,26.0,12.0,131.0,233.0,13.0,6.0,1.0,4.0,,0.0,8.0,8.0,2.0,0.0,0.0,,1.0,0.0,,
B. Embolo,25,187 cm,88 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
R. Lewandowski,34,185 cm,81 kg,Midfielder,31.0,2327.0,9.0,10.0,48.0,27.0,183.0,79.0,57.0,31.0,183.0,1000.0,67.0,18.0,,27.0,,0.0,18.0,11.0,2.0,0.0,0.0,,4.0,0.0,,
A. Kramarić,31,177 cm,73 kg,Midfielder,6.0,174.0,0.0,,1.0,,22.0,7.0,3.0,2.0,22.0,124.0,1.0,2.0,1.0,2.0,,0.0,2.0,6.0,1.0,0.0,0.0,,0.0,0.0,,
P. Schick,26,191 cm,85 kg,Midfielder,14.0,204.0,0.0,1.0,2.0,,35.0,13.0,12.0,6.0,35.0,89.0,3.0,2.0,1.0,,,0.0,3.0,3.0,0.0,0.0,0.0,,0.0,0.0,,
K. Volland,30,178 cm,85 kg,Defender,11.0,947.0,0.0,1.0,,,6.0,1.0,,,6.0,76.0,3.0,,,1.0,,0.0,,,1.0,0.0,0.0,,0.0,0.0,,
E. Forsberg,31,177 cm,76 kg,Defender,3.0,88.0,0.0,1.0,,,6.0,1.0,,,6.0,76.0,3.0,,,1.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
S. Kolašinac,29,183 cm,85 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
K. Piątek,27,183 cm,77 kg,Defender,28.0,2351.0,2.0,,12.0,5.0,186.0,114.0,10.0,9.0,186.0,2118.0,3.0,41.0,10.0,49.0,,0.0,18.0,22.0,4.0,0.0,0.0,,0.0,0.0,,
B. Pavard,26,186 cm,81 kg,Midfielder,20.0,1288.0,1.0,1.0,7.0,3.0,170.0,97.0,5.0,2.0,170.0,814.0,5.0,40.0,10.0,22.0,,0.0,26.0,36.0,6.0,0.0,0.0,,0.0,0.0,,
L. Augustinsson,28,181 cm,74 kg,Midfielder,15.0,1130.0,0.0,,9.0,2.0,96.0,61.0,8.0,7.0,96.0,793.0,4.0,18.0,3.0,22.0,,0.0,20.0,16.0,4.0,0.0,0.0,,0.0,0.0,,
Robin Kwamina Quaison,29,183 cm,76 kg,Defender,21.0,1474.0,1.0,1.0,9.0,3.0,118.0,62.0,20.0,15.0,118.0,1067.0,15.0,30.0,6.0,18.0,,0.0,3.0,17.0,3.0,0.0,0.0,,0.0,0.0,,
R. Gumny,24,182 cm,71 kg,Attacker,3.0,222.0,0.0,,,,18.0,6.0,5.0,1.0,18.0,41.0,3.0,3.0,,1.0,,0.0,1.0,2.0,0.0,0.0,0.0,,0.0,0.0,,
L. Bénes,25,181 cm,72 kg,Defender,22.0,1644.0,0.0,1.0,11.0,5.0,255.0,140.0,64.0,35.0,255.0,791.0,14.0,51.0,7.0,22.0,,0.0,20.0,43.0,7.0,0.0,0.0,,0.0,0.0,,
J. Pavlenka,30,196 cm,81 kg,Midfielder,28.0,2180.0,0.0,2.0,7.0,3.0,260.0,141.0,28.0,16.0,260.0,1204.0,17.0,58.0,8.0,51.0,,0.0,40.0,40.0,6.0,0.0,0.0,,0.0,0.0,,
P. Pekarík,36,177 cm,73 kg,Goalkeeper,29.0,2566.0,0.0,,,,15.0,12.0,,,15.0,1208.0,1.0,,,1.0,56.0,29.0,3.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0
B. Sosa,24,187 cm,79 kg,Defender,19.0,1545.0,1.0,,6.0,1.0,95.0,52.0,5.0,5.0,95.0,1034.0,6.0,14.0,20.0,26.0,,0.0,4.0,8.0,3.0,0.0,0.0,,0.0,0.0,,
T. Arokodare,22,197 cm,97 kg,Goalkeeper,11.0,944.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
J. Stanišić,22,186 cm,77 kg,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
J. Bellingham,19,186 cm,75 kg,Goalkeeper,31.0,2713.0,0.0,,,,4.0,3.0,,,4.0,1115.0,,1.0,,2.0,83.0,50.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.0,,0.0
M. Hoppe,21,,,Defender,29.0,2538.0,3.0,,10.0,6.0,228.0,142.0,6.0,4.0,228.0,1895.0,3.0,49.0,22.0,65.0,,0.0,14.0,13.0,1.0,0.0,0.0,,0.0,0.0,,
C. Nkunku,25,175 cm,73 kg,Midfielder,21.0,1578.0,5.0,4.0,25.0,14.0,162.0,66.0,18.0,8.0,162.0,578.0,22.0,24.0,2.0,22.0,,0.0,18.0,31.0,3.0,0.0,0.0,,0.0,0.0,,
J. Boateng,34,192 cm,90 kg,Midfielder,25.0,1417.0,1.0,1.0,8.0,2.0,141.0,76.0,32.0,21.0,141.0,640.0,9.0,30.0,7.0,23.0,,0.0,12.0,23.0,5.0,0.0,0.0,,0.0,0.0,,
J. Kimmich,27,177 cm,75 kg,Goalkeeper,32.0,2880.0,0.0,,,,17.0,14.0,1.0,1.0,17.0,1086.0,,,,2.0,76.0,33.0,2.0,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0
N. Süle,27,195 cm,99 kg,Midfielder,16.0,653.0,1.0,3.0,6.0,4.0,57.0,22.0,12.0,6.0,57.0,326.0,14.0,8.0,,10.0,,0.0,7.0,6.0,0.0,0.0,0.0,,0.0,0.0,,
